Postcode,Installation_2001,Output_2001,Installation_2002,Output_2002,Installation_2003,Output_2003,Installation_2004,Output_2004,Installation_2005,Output_2005,Installation_2006,Output_2006,Installation_2007,Output_2007,Installation_2008,Output_2008,Installation_2009,Output_2009,Installation_2010,Output_2010,Installation_2011,Output_2011,Installation_2012,Output_2012,Installation_2013,Output_2013,Installation_2014,Output_2014,Installation_2015,Output_2015,Installation_2016,Output_2016,Installation_2017,Output_2017,Installation_2018,Output_2018,Installation_2019,Output_2019,Installation_2020,Output_2020,Installation_2021,Output_2021,Installation_Total,Output_Total
5256,0,0,0,0,0,0,0,0,3,5.28,0,0,4,6.94,14,17.925,28,42.16,19,36.38,91,217.044,60,172.836,30,108.52,32,117.475,17,93.59,17,63.06,39,209.865,29,137.72,50,307.895,58,404.88,14,104.41,505,2045.98
5259,0,0,0,0,0,0,0,0,0,0,1,0.66,0,0,2,4.14,7,9.09,6,11.46,68,200.725,52,190.165,43,220.715,23,122.78,25,154.15,20,332.725,19,176.105,26,203.18,32,305.105,27,222.055,10,72.2,361,2225.255
5260,0,0,0,0,0,0,0,0,0,0,1,0.66,0,0,3,3.9,18,22.475,25,49.93,98,263.465,76,279.032,26,138.62,20,138.5,16,62.34,22,154.315,18,114.16,31,229.465,20,110.59,33,334.375,10,111.31,417,2013.137
5261,0,0,0,0,0,0,0,0,1,0.575,1,0.66,0,0,0,0,0,0,1,1.48,9,34.18,15,60.007,11,58.64,3,15,0,0,5,25.275,4,34.91,3,14.025,3,20.19,3,19.815,2,13.32,61,298.077
5262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.15,1,1.7,2,6.964,9,57.88,7,47.1,4,27.75,2,8.5,2,10.4,7,40.425,6,94.325,9,123.18,9,64.145,3,33.24,63,519.759
5263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.02,7,25.506,4,21.66,3,35,4,117.22,1,3,4,76.36,2,40.14,2,199.41,3,20.28,5,71.16,1,37,37,647.756
5264,0,0,0,0,1,0.45,1,1.6,3,3.8,1,0.66,1,1.845,3,5.55,6,11.94,12,27.09,64,219.431,37,146.756,30,139.325,27,193.205,23,162.56,12,96.64,16,121.46,27,179.785,21,231.935,24,243.355,7,67.28,316,1854.667
5265,0,0,0,0,0,0,0,0,0,0,1,0.66,1,2.1,0,0,2,2.98,1,1.84,13,40.59,7,31.87,2,14,6,28,7,28,8,35.24,6,27.63,6,76.94,10,78.5,6,50.16,1,6.6,77,425.11
5266,0,0,0,0,0,0,1,0.45,0,0,2,1.32,0,0,0,0,1,1.14,4,9.98,12,33.045,20,83.54,11,47.96,3,10,10,52.5,9,76.1,6,30.98,1,5.5,27,193.685,26,186.3,4,26.64,137,759.14
5267,0,0,0,0,1,0.1,0,0,2,3.04,0,0,0,0,1,2.66,2,3.84,8,12.22,49,164.915,57,246.23,57,308.56,25,131.38,15,102.42,20,131.48,25,139.945,35,243.885,31,256.63,48,452.835,12,107.385,388,2307.525
5268,0,0,0,0,0,0,1,3.12,3,4.854,2,3.77,2,3.66,2,4.49,5,15.09,30,76.88,140,515.919,74,335.926,85,456.205,49,308.76,48,258.14,24,148.42,32,300.755,53,331.09,66,635.7,58,505.865,18,155.11,692,4063.754
5269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.08,0,0,6,29.705,4,14.59,7,48.75,1,5.1,5,37.5,3,19.14,3,21.15,3,14.24,2,12.27,6,49.41,0,0,41,252.935
5270,0,0,0,0,0,0,1,1.5,0,0,0,0,0,0,1,2.7,5,9.33,12,26.19,18,60.525,21,86.27,17,101.54,5,31.39,6,31.1,2,10.6,8,46.08,9,73.7,21,226.725,7,62.505,3,14.68,136,784.835
5271,0,0,0,0,0,0,1,1.5,3,2.57,0,0,1,1.89,4,9.306,20,28.462,29,89.81,172,594.11,181,859.863,203,1265.335,63,377.795,41,257.285,54,371.26,74,416.27,99,1056.975,98,865.07,151,1213.205,50,470.745,1244,7881.451
5272,0,0,0,0,0,0,0,0,1,1.44,0,0,0,0,0,0,2,3.78,2,3.6,19,91.156,22,85.788,21,101.7,4,19,6,29,7,35.14,3,12.43,6,33.23,12,214.61,18,114.305,7,57.9,130,803.079
5273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.92,0,0,5,17.86,2,7.41,1,5.2,1,5,1,4.94,0,0,1,4.86,1,5.5,0,0,0,0,0,0,13,52.69
5275,0,0,0,0,1,1.5,1,1.16,0,0,1,1.365,0,0,3,4.555,6,9.452,21,39.581,105,355.221,75,280.33,56,246.15,43,236.39,28,156.38,27,133.96,27,219.94,33,250.02,54,417.945,52,401.33,15,172.94,548,2928.219
5276,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.26,4,5.94,24,82.33,58,210.019,49,200.35,47,286.9,17,75.85,12,65.92,15,78.22,5,25.99,25,216.44,37,333.02,49,366.005,10,108.52,354,2057.764
5277,0,0,0,0,0,0,0,0,0,0,0,0,1,0.93,1,1.68,8,14.265,9,19.8,55,164.925,62,237.64,45,255.595,32,150.79,39,171.8,27,267.055,24,160.695,44,412.3,32,219.035,58,658.14,19,169.17,456,2903.82
5278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.45,1,1.02,1,1.9,10,34.74,7,27.91,9,41,10,60.61,6,22.08,8,36.1,4,30.395,8,46.73,3,17.93,7,49.08,3,70.97,79,443.915
5279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14.434,12,36.44,8,32.1,15,61.45,9,34.32,5,19.94,1,5.5,6,45.345,11,66.885,11,123.195,2,13.53,84,453.139
5280,0,0,1,1.5,0,0,0,0,0,0,0,0,0,0,2,4.38,17,26.79,22,57.31,249,814.422,215,834.224,162,851.515,119,598.465,71,321.39,85,553.115,72,503.98,92,620.245,95,726.595,131,1053.71,51,369.395,1384,7337.036
5290,0,0,0,0,0,0,3,4.085,5,8.02,0,0,4,10.352,4,5.95,55,67.457,93,168.72,372,987.16,320,1126.759,362,1591.155,174,822.145,121,769.84,106,647.92,142,899.495,232,1851.8,227,1896.335,331,2842.445,120,926.115,2671,14625.753
5291,0,0,0,0,0,0,2,2.7,3,4.48,0,0,4,5.375,5,8.31,22,33.385,33,58.914,190,667.124,151,705.493,164,920.96,105,554.5,84,470.25,74,508.225,87,652.38,153,1353.035,159,1623.855,153,1735.325,49,453.755,1438,9758.066
5301,0,0,0,0,0,0,0,0,0,0,2,1.32,0,0,0,0,2,5.64,6,13.69,23,82.11,11,42.685,18,90.445,10,48,7,30.825,5,27.92,5,99.24,6,66.58,9,63.685,11,76.51,5,33.3,120,681.95
5302,0,0,0,0,0,0,0,0,0,0,1,0.96,1,1.05,0,0,8,10.71,7,15.86,27,76.95,38,134.38,20,136.5,12,73,8,35.46,10,50.42,12,135.095,7,73.115,12,108.465,15,104.555,4,26.64,182,983.16
5303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1,0,0,1,1.62,3,7.6,2,7,4,19.8,0,0,5,21,1,3.12,1,5.2,2,18.51,7,71.6,7,64.02,1,31.68,35,253.25
5304,0,0,0,0,0,0,1,2.03,0,0,0,0,0,0,1,3.01,2,1.98,6,11.66,18,63.37,14,52.73,22,125.265,13,57.15,15,70.6,9,38.79,5,36.07,2,10.36,9,51.805,1,6.6,4,27.26,122,558.68
5306,0,0,0,0,0,0,0,0,0,0,1,1.5,0,0,0,0,0,0,0,0,4,14.06,0,0,2,13,2,10,0,0,1,4.94,2,11.22,0,0,0,0,2,13.2,1,7.4,15,75.32
5307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6.14,0,0,39,114.47,16,53.14,16,69.03,8,35.75,6,33.6,13,58.685,2,10.72,9,85.42,14,104.17,15,132.82,1,6.66,145,710.605
5308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.44,0,0,5,18.08,2,7.6,2,10,1,5,1,3,3,14.775,1,10.8,4,20.38,5,29.7,0,0,0,0,25,120.775
5309,0,0,0,0,0,0,0,0,1,0.48,0,0,0,0,0,0,1,1.72,0,0,3,11.21,6,21.9,0,0,3,19.5,3,13,0,0,0,0,3,16.1,1,11.34,1,8.25,2,23.1,24,126.6
5310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.94,2,10,0,0,0,0,0,0,0,0,2,8.1,1,10.88,0,0,0,0,7,38.92
5311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.08,1,0.96,6,18.15,13,57.91,8,38.75,7,27,6,31.33,1,5,4,18.96,4,19.77,4,25.825,5,32.575,0,0,60,277.31
5312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
5320,0,0,0,0,1,1.28,4,7.36,2,2.02,2,2.4,1,0.99,3,9.15,1,1.02,7,15.74,51,165.475,37,142.22,29,119.76,21,92.6,21,123.12,14,88.395,16,80.635,19,299.625,35,318.395,51,370.72,16,155.21,331,1996.115
5321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.855,0,0,2,8.18,18,59.56,14,42.915,13,49.108,7,55,7,25.62,5,21.82,4,46.95,11,91.36,9,146.06,10,87.295,3,19.92,104,658.643
5322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7.95,8,16.725,62,222.991,38,199.465,27,120.645,15,78.17,6,28.78,18,95.35,14,77.935,15,103,15,118.525,19,238.645,8,66.59,248,1374.771
5330,1,1.28,0,0,0,0,1,0.8,1,0.96,1,1.5,1,1.4,10,21.745,24,49.14,20,71.393,259,960.704,153,721.4,91,527.045,40,224.85,32,133.85,30,136.73,56,346.35,56,494.315,68,895.36,67,778.08,11,159.06,922,5525.962
5331,0,0,0,0,0,0,0,0,0,0,0,0,1,1.47,1,3,2,4.12,6,15.27,18,67.07,14,55.647,13,85.54,6,22.38,1,2,5,30.04,6,42.06,4,24.81,9,111.98,10,109.635,5,75.84,101,650.862
5332,1,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.02,5,12.3,15,50.377,16,65.37,19,91.37,5,24,7,34.2,7,27.1,8,39.18,7,31.16,6,127.27,14,82.645,2,13.26,114,603.692
5333,1,0.75,0,0,1,1.5,0,0,2,5.4,1,1.08,2,4.2,10,13.745,32,70.905,41,109.88,247,863.617,263,1177.94,191,1080.945,84,537.65,72,316.62,61,442.19,90,841.28,84,841.79,104,1016.285,123,1486.57,23,300.42,1432,9112.767
5340,0,0,0,0,0,0,0,0,0,0,1,0.96,0,0,1,1.44,10,29.73,7,20.66,54,179.262,53,264.17,42,278.705,21,137.14,19,83.5,28,208.04,14,84.245,29,229.065,20,173.88,32,458.815,10,95.07,341,2244.682
5341,0,0,0,0,1,2.4,0,0,0,0,0,0,0,0,8,14.885,29,65.5,36,106.93,198,768.12,283,1330.244,203,1053.45,123,710.98,87,603.28,86,820.985,110,893.9,136,1226.21,160,1459.68,217,2336.75,58,651.57,1735,12044.884
5342,0,0,0,0,0,0,0,0,1,2.14,0,0,0,0,0,0,5,14.28,4,24.18,39,152.725,40,178.088,57,410.78,14,91.46,16,129.6,12,66.235,14,76.06,12,132.635,26,305.67,28,205.825,8,96.57,276,1886.248
5343,0,0,0,0,0,0,0,0,1,1.5,1,10.8,1,2.1,6,38.4,27,77.43,38,195.803,137,495.45,177,827.264,162,1133.73,65,454.015,61,362.29,50,579.52,62,663.895,76,967.17,82,752.895,89,662.7,31,362.71,1066,7587.672
5344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.7,3,7.74,5,9.06,24,106.14,23,123.99,32,266.37,10,51.96,17,123.34,14,176.765,10,58.6,12,90.385,20,148.575,12,96.29,6,49.465,189,1311.38
5345,0,0,0,0,1,1.2,0,0,1,1.6,0,0,0,0,4,8.76,20,37.915,20,73.918,117,459.545,137,637.415,123,753.61,46,243.91,67,406.98,39,261.995,44,287.29,62,487.255,72,595.33,72,473.99,20,156.68,845,4887.393
5346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2,5.46,10,43.909,13,88.95,10,55,4,18.18,9,43.75,6,54.32,2,10.225,2,11.01,4,47.61,8,58.815,7,41.88,79,485.109
5350,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,3,3.075,5,6.39,14,25.22,18,77.155,13,52.7,9,64.7,5,49.03,4,113.57,4,20.46,12,109.34,17,207.695,15,130.145,14,120.77,6,69.37,140,1050.61
5351,0,0,0,0,1,1.05,1,1.2,2,4.04,6,10.22,8,12.325,22,31.625,61,92.447,119,273.415,333,1006.105,149,550.48,112,616.465,83,439.425,45,229.43,50,304.38,73,486.595,111,893.585,108,846.156,135,1140.915,39,310.97,1458,7250.828
5352,0,0,0,0,0,0,0,0,3,6.62,1,2.8,2,3.85,8,11.83,51,77.805,106,248.728,239,734.834,161,605.22,95,580.84,55,467.07,57,498.03,48,512.72,63,705.292,93,1049.62,115,985.15,125,1247.76,29,265.345,1251,8003.514
5353,0,0,0,0,2,4.02,3,4.516,2,2.55,1,0.8,5,9.54,11,12.92,48,84.04,65,126.87,173,519.232,95,358.868,73,377.42,55,396.865,41,224.865,35,296.385,44,393.855,53,385.985,90,642.08,106,1087.52,29,227.89,931,5156.221
5354,0,0,0,0,1,0.64,0,0,0,0,1,2.1,1,1.085,1,1.65,1,1.53,12,25.18,58,160.565,27,73.097,15,60.79,5,20,5,16.5,7,53.98,9,29.45,7,68.62,17,111.13,17,301.17,2,20.55,186,948.037
5355,0,0,0,0,1,2.1,2,2.55,2,2.94,2,4.08,6,10.14,19,26.872,68,109.677,117,269.61,347,958.94,248,884.275,154,805.75,63,634.085,61,388.58,101,959.79,93,681.7,154,1488.19,183,1477.575,226,2127.47,50,413.43,1897,11247.754
5356,0,0,0,0,0,0,1,0.87,0,0,0,0,1,2.52,0,0,9,17.722,13,44.88,36,108.63,27,117.309,27,147.14,7,44.44,7,32.48,7,41.225,8,40.935,5,38.28,11,79.425,17,127.795,3,27.68,179,871.331
5357,0,0,0,0,0,0,0,0,1,0.96,1,2.04,0,0,0,0,3,6.38,11,46.44,39,110.37,26,84.9,12,52.36,5,25,8,29.58,4,17.68,15,182.19,21,368.705,17,123.695,21,214.54,4,25.2,188,1290.04
5360,0,0,0,0,0,0,0,0,0,0,2,2.645,2,2.33,2,6.24,9,13.365,17,55.1,67,201.14,31,118.235,20,97.295,19,156.53,5,17.36,5,22.506,13,100.005,24,178.64,20,165.045,18,128.97,11,97.31,265,1362.716
5371,0,0,0,0,1,1.5,0,0,0,0,1,1.55,0,0,3,3.037,5,8.292,25,58.61,76,255.305,47,219.825,31,301.515,17,76.38,7,36,8,65.09,21,227.115,24,249.945,24,175.435,29,310.125,9,76.49,328,2066.214
5372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.644,11,16.717,27,56.18,85,233.72,70,233.805,41,177.46,23,110.04,23,163.14,36,176.715,25,148.76,49,326.195,54,386.055,91,662.02,16,226.61,554,2922.061
5373,0,0,0,0,0,0,0,0,0,0,3,3.83,2,3.1,12,14.313,23,38.12,63,120.728,175,480.162,134,501.84,75,302.887,51,204.7,27,103.55,26,141.695,37,212.405,43,287.744,72,686.94,74,597.79,15,146.34,832,3846.144
5374,0,0,0,0,0,0,2,3.6,0,0,1,1.5,2,2.864,1,1.075,7,9.505,12,28.71,79,214.045,37,131.516,30,151.395,12,54.62,24,132.539,16,86.48,16,100.295,16,85.02,26,264.755,67,726.83,17,142.91,365,2137.659
5381,0,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,3,7.17,10,37.87,22,56.79,19,60.95,7,18.255,4,16.5,0,0,1,4.5,2,12.9,13,87.69,1,6.05,6,137.555,0,0,89,447.73
5400,0,0,0,0,0,0,2,2.992,0,0,0,0,0,0,2,3.99,8,14.095,14,26.35,29,96.885,22,80.95,18,118.36,8,37.31,6,18.5,17,81.49,13,68.42,19,137.76,20,159.33,33,275.205,12,99.12,223,1220.757
5401,0,0,0,0,0,0,1,1.5,0,0,1,0.96,2,2.52,3,3.355,5,6.985,14,22.19,28,77.945,14,54.215,18,114.515,8,39,3,13.66,9,40.78,5,31.95,11,70.19,17,118.54,22,240.37,1,6.66,162,845.335
5410,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,2,2.593,5,6.62,5,9.54,11,29.94,11,43.43,8,48.62,6,32.86,5,28.5,2,17.42,1,6.24,4,25.01,6,41.045,1,4.95,3,24.05,71,322.318
5411,0,0,0,0,0,0,0,0,0,0,0,0,1,1.155,0,0,0,0,4,8.78,21,88.45,11,33.95,6,25.6,5,20.02,3,14.27,2,9.1,2,20.055,2,11.99,3,18.31,5,30.96,2,13.32,67,295.96
5412,0,0,0,0,0,0,2,2.48,0,0,0,0,2,2.47,3,3.595,6,8.9,25,61.66,83,212.215,38,123.93,27,157,11,65.38,8,40.26,20,112.53,12,61.905,23,180.02,10,159.72,26,302.02,7,51.98,303,1546.065
5413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1,3,5.59,15,41.64,35,148.17,32,126.75,9,33.34,15,41.75,10,64.45,12,63.165,15,77.02,17,108.98,9,66.125,21,163.78,4,32.52,198,975.38
5414,0,0,0,0,0,0,1,1.392,0,0,0,0,0,0,0,0,0,0,2,4.38,4,9.94,7,26.16,2,4.75,1,5,2,8,0,0,1,4.24,2,13.2,2,11,1,6.6,0,0,25,94.662
5415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.68,0,0,0,0,8,25.015,4,15.44,9,36,1,4.68,4,28.38,2,17.18,1,5.3,5,21.46,6,39.97,6,44.155,5,59.23,52,298.49
5416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11.314,7,16.68,5,17.22,3,12.88,4,29.37,7,39.85,1,3.14,4,18.03,7,34.04,3,17.75,4,31.13,1,6.66,51,238.064
5417,0,0,0,0,0,0,1,2.88,1,1.08,0,0,2,4.94,6,2.8,8,7.18,18,41.86,40,125.585,28,117.63,25,120.92,29,159.11,24,155.03,21,95.01,23,127.51,36,212.38,35,373.005,28,208.79,5,33.29,330,1789
5418,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1.92,0,0,2,5.49,5,18.81,4,11,2,9.94,1,4,0,0,1,4.94,2,11.53,1,4.95,4,26.28,3,18.1,1,6.66,29,125.62
5419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.77,0,0,5,13.18,6,26.37,1,5,8,33.97,3,11.7,1,4.94,2,14.74,7,40.77,5,35.97,7,45.92,2,13.32,50,249.65
5420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.2,0,0,2,4.9,4,11.98,3,13.71,2,4.5,0,0,3,15,0,0,2,13.095,0,0,0,0,2,14.7,1,10.56,21,92.645
5421,0,0,0,0,0,0,0,0,0,0,0,0,1,2.17,0,0,0,0,1,1.05,2,3.23,0,0,2,14.8,2,11.75,5,26,2,10.8,1,3.64,3,14.87,1,6.05,0,0,1,5.94,21,100.3
5422,0,0,0,0,1,3,0,0,0,0,1,0.75,2,3.45,2,3.06,5,10.57,19,43.87,82,197.89,58,187.73,49,231.203,27,88.475,21,86.39,31,188.68,14,79.11,21,120.86,27,204.955,29,226.175,9,64.48,398,1740.648
5431,0,0,0,0,0,0,0,0,0,0,0,0,1,1.05,2,2.275,1,1.05,18,41.56,44,148.55,52,220.95,29,133.07,12,57.62,8,35.5,10,48.54,7,27.26,16,348.62,21,150.54,22,168.35,6,65.78,249,1450.715
5432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,28.6,31,93.38,0,0,1,1.52,2,12.16,1,3,1,4.95,5,27.845,1,2.1,1,6.6,3,19.805,56,204.96
5433,0,0,0,0,0,0,2,2.32,0,0,0,0,1,2.1,5,7.225,9,12.55,21,58.838,69,211.34,100,379.24,43,203.13,21,89.22,20,95.75,15,74.68,15,65.755,21,152.77,23,155.795,23,147.48,5,33.78,393,1691.973
5434,0,0,0,0,0,0,0,0,1,1.28,0,0,1,0.66,4,5.3,3,11.49,4,14.7,18,63.625,19,58.05,8,31.72,12,49.755,4,26,4,10.98,1,4.86,3,15.95,1,6.6,5,33,3,22.29,91,356.26
5440,0,0,0,0,2,4.08,1,2.88,0,0,0,0,0,0,1,0.48,3,3,0,0,3,8.97,2,10.08,0,0,2,32.5,3,80,4,35.535,3,27,4,55.92,2,12.9,1,13.2,0,0,31,286.545
5451,0,0,0,0,0,0,1,1.566,0,0,0,0,0,0,2,3.444,4,10.27,16,31.45,35,102.15,28,89.71,26,144.01,15,127.17,8,33.2,6,43.08,8,53.988,12,102.567,8,43.855,17,126.53,6,43.66,192,956.65
5452,0,0,0,0,0,0,2,1.475,1,1.8,1,0.72,0,0,2,4.644,1,1.92,4,14.06,18,72.51,20,68.47,14,206.59,5,64,3,28.6,6,58.97,4,54.945,6,59.49,5,52.13,6,45.8,0,0,98,736.124
5453,0,0,0,0,1,4.16,3,5.616,5,8.8,2,3,4,8.075,11,18.765,26,41.38,54,151.86,208,689.145,130,464.456,128,896.245,69,473.585,44,313.18,51,360.965,70,623,71,559.29,92,861.787,109,996.685,28,233.18,1106,6713.174
5454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.52,6,25.44,5,30.26,12,46.74,7,34.24,5,23.66,8,60.24,4,16.9,4,20.53,6,38.43,3,44.555,5,64.92,3,19.92,71,430.355
5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1,1,4.08,4,17.65,2,6.84,0,0,0,0,0,0,1,4.94,0,0,0,0,0,0,0,0,0,0,9,35.61
5460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.09,5,8.05,13,30.28,24,60.218,26,81.1,11,50.19,16,80.91,6,30.5,12,50.53,7,37.48,20,501.245,11,78.55,9,64,3,27.22,165,1103.363
5461,0,0,0,0,2,2.985,2,2.524,1,1.7,0,0,2,2.79,3,4.235,10,13.522,62,103.42,127,335.159,84,271.675,61,316.045,24,111.24,18,110.18,22,93.29,26,164.19,53,639.015,45,432.255,54,421.56,18,141.33,614,3167.115
5462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2,13,26.95,9,22.31,14,32.375,19,79.12,16,64,5,22.04,7,49,7,33.65,9,46.5,8,73.71,6,64.445,2,13.2,7,43.855,123,572.355
5464,0,0,0,0,0,0,0,0,0,0,1,1.2,1,1.085,1,1.155,1,1.02,6,13.34,10,25.34,22,92.16,13,68.85,5,20.25,3,14,2,15.455,5,25.52,6,38.355,16,175.325,7,46.065,6,43.11,105,582.23
5470,0,0,0,0,1,1.35,0,0,0,0,0,0,0,0,1,1.935,2,2.96,3,6.83,4,10.095,2,6.09,4,20.86,3,14,0,0,1,5.46,0,0,2,9.66,1,6.51,2,26.415,1,10.36,27,122.525
5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.6,2,5.7,2,10.5,1,5,1,5,0,0,2,9.62,0,0,0,0,1,29.4,2,14.57,1,6.6,14,89.99
5472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0,0,1,2.1,7,16.03,11,57.09,3,14.84,3,11.1,1,2.08,4,18.56,1,5.4,4,21.12,4,51.89,3,29.7,1,9.9,44,242.61
5473,0,0,0,0,0,0,0,0,0,0,0,0,1,1.55,3,3.15,5,7.14,8,22.025,42,100.325,37,154.39,13,59.24,17,64,11,34.5,8,41.305,1,4.32,11,72.29,15,143.8,18,137.78,3,21.45,193,867.265
5480,0,0,0,0,0,0,0,0,1,0.98,1,0.72,0,0,6,9.1,13,26.262,23,61.42,59,217.555,39,169.135,33,163.18,21,78.93,15,62.2,13,90.18,7,73.52,8,142.42,10,93.13,12,96.2,4,26.46,265,1311.392
5481,0,0,1,0.9,0,0,0,0,0,0,1,1.05,2,1.44,2,1.29,4,6.74,10,22.774,21,59.848,22,92.295,20,77.08,11,100.02,7,34,9,57.775,10,48.615,10,73.19,6,58.02,21,191.44,5,27.215,162,853.692
5482,0,0,0,0,0,0,0,0,0,0,0,0,1,1.89,3,3.36,2,3.655,4,5.67,39,144.69,22,106.9,10,56.92,19,159.515,2,10.9,7,45.89,2,10.82,3,24.42,3,29.64,13,87.715,1,13.2,131,705.185
5483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8,3,7.22,14,36.44,18,55.49,12,75.85,4,14.97,8,31.68,3,14,3,15.3,2,16.2,3,22.28,1,6.6,9,63.23,1,6.6,82,367.66
5485,0,0,0,0,1,0.464,1,0.525,1,1.12,0,0,2,3.23,1,1.08,2,3.63,1,1.52,40,138.085,27,98.41,16,73.11,6,28.5,8,42.35,5,25.5,8,39.19,6,51.585,8,60.68,21,154.645,2,13.2,156,736.824
5490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.53,0,0,10,30.955,8,33.845,7,29.06,3,12.1,3,13.14,2,10.535,2,35.88,5,36.955,0,0,1,6.6,0,0,42,210.6
5491,0,0,0,0,0,0,0,0,2,2.97,1,1.98,0,0,7,12.82,14,22.88,23,52.07,85,241.28,74,352.063,48,231.07,35,199.47,19,97.87,18,185.425,27,203.582,26,219.875,41,493.395,64,577.88,9,110.48,493,3005.11
5493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.24,1,7.6,7,10.955,2,8,5,15.9,2,10,1,4.94,1,1.56,0,0,3,22.53,1,6.6,0,0,25,91.325
5495,0,0,0,0,0,0,0,0,1,1.02,0,0,0,0,2,3.15,6,8.835,6,15.35,30,74.195,31,122.05,29,160.605,12,49.07,7,31.5,16,96.22,13,61.065,14,90.225,17,118.705,18,135.105,6,39.53,208,1006.625
5501,0,0,0,0,5,6.2,2,2.58,2,3.34,2,4.9,6,17.82,18,28.035,46,69.355,132,262.32,371,977.6,225,897.7,183,1109.805,110,596.68,70,372.6,97,730.71,111,928.115,151,1243.805,179,2078.565,325,3145.055,74,719.65,2109,13194.835
5502,0,0,0,0,0,0,1,0.8,1,1.7,0,0,2,5.67,3,4.96,10,15.66,29,64.33,77,212.846,55,191.63,41,167.63,17,82.7,9,57.82,15,179.7,25,142.055,29,255.905,24,319.435,37,440.535,14,97.01,389,2240.386
5510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.01,1,1.72,7,24.795,9,24.155,2,19.56,2,10,1,3,0,0,1,6.05,1,6.05,2,10.35,1,6.6,0,0,30,116.29
5520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.92,2,3.54,8,14.82,30,68.315,15,53.765,18,75.95,9,43,7,48,5,23.14,5,31.385,7,37.405,17,135.75,8,47.195,5,35.29,137,619.475
5521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.28,3,3.645,9,29.85,6,26.04,2,8.2,5,33.02,0,0,2,9.62,2,11.76,3,13.675,3,14.865,2,11.78,2,13.2,42,179.935
5522,0,0,0,0,0,0,0,0,1,1.2,1,0.18,2,6.51,7,15.35,14,22.515,25,46.355,73,200.221,145,444.356,89,395.745,40,178.295,20,130.69,24,119.26,29,223.62,26,173.15,34,241.965,50,382.125,5,33.11,585,2614.647
5523,0,0,0,0,0,0,0,0,1,1.92,2,2.88,1,2.79,5,9.745,13,20.355,26,63.92,62,202.284,70,248.935,57,261.832,20,111.69,20,81.58,20,110.56,19,98.06,21,132.98,36,258.04,29,238.695,8,85.77,410,1932.036
5540,0,0,0,0,0,0,0,0,4,6.09,2,2.76,13,20.78,20,25.845,39,81.86,106,249.934,630,1740.557,642,2337.375,344,1635.921,156,856.785,165,857.34,144,895,112,874.54,173,1355.66,279,2147.72,275,2100.61,69,551.63,3173,15740.407
