Postcode,Installation_2001,Output_2001,Installation_2002,Output_2002,Installation_2003,Output_2003,Installation_2004,Output_2004,Installation_2005,Output_2005,Installation_2006,Output_2006,Installation_2007,Output_2007,Installation_2008,Output_2008,Installation_2009,Output_2009,Installation_2010,Output_2010,Installation_2011,Output_2011,Installation_2012,Output_2012,Installation_2013,Output_2013,Installation_2014,Output_2014,Installation_2015,Output_2015,Installation_2016,Output_2016,Installation_2017,Output_2017,Installation_2018,Output_2018,Installation_2019,Output_2019,Installation_2020,Output_2020,Installation_2021,Output_2021,Installation_Total,Output_Total
2611,0,0,0,0,0,0,1,1.8,1,0.08,1,1.095,5,9.25,32,53.913,74,116.22,229,482.29,525,1363.993,116,392.558,217,952.986,101,389.35,110,667.755,114,692.48,265,1354.08,389,2309.341,377,2541.26,542,4403.295,174,1478.435,3273,17210.181
2612,0,0,0,0,0,0,0,0,0,0,0,0,3,6.34,9,17.24,17,26.345,46,115.165,99,298.524,15,112.375,24,114.765,13,44.006,22,99.415,20,103.645,26,144.674,44,336.243,70,821.385,93,1038.615,29,223.25,530,3501.987
2614,0,0,0,0,0,0,0,0,0,0,0,0,4,5.84,33,49.675,70,111.74,155,362.154,377,927.278,72,219.69,154,716.005,65,226.825,56,237.085,61,451.52,113,615.065,172,1023.578,157,1055.88,257,1932.745,108,870.85,1854,8805.93
2615,0,0,0,0,0,0,0,0,0,0,0,0,8,16.52,23,40.967,109,166.423,256,497.685,896,2078.277,218,705.359,297,1322.419,144,544.295,117,495.3,95,553.247,225,1174.853,379,2187.458,434,3136.147,808,5536.45,285,2150.335,4294,20605.735
2616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.62,4,34.5,0,0,0,0,0,0,0,0,2,6.825,0,0,2,12.14,0,0,0,0,0,0,9,63.085
2617,0,0,0,0,0,0,0,0,0,0,1,0.495,2,4.06,29,54.493,54,123.74,175,458.855,564,1442.283,170,507.645,162,700.805,93,335.502,61,317.72,67,355.145,111,660.963,233,1434.41,246,1903.535,366,2868.965,133,1123.82,2467,12292.436
2618,0,0,0,0,0,0,0,0,1,0.56,0,0,0,0,3,13.08,5,6.25,23,93.24,31,149.413,7,32.939,9,135.78,16,136.76,16,95.895,10,66.98,21,146.733,15,196.43,23,251.31,26,282,13,223.54,219,1830.91
2619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6.24,55,202.96,84,223.02,37,108.06,49,180.455,74,319.696,46,193.19,38,191.305,60,451.701,98,638.715,95,705.24,169,1486.025,92,845.34,902,5553.947
2620,0,0,0,0,5,7.91,3,4.48,2,1.72,8,11.76,14,22.13,32,56.884,50,107.705,297,993.744,400,1483.859,150,550.991,236,987.859,326,2008.643,216,1789.88,226,1511.389,313,2384.175,504,3866.732,518,4466.308,736,6892,293,2519.05,4329,29667.219
2621,0,0,0,0,2,3.4,3,4.38,3,2.03,1,1.98,0,0,9,14.898,6,11.14,94,366.26,113,490.859,68,245.366,62,242.047,62,271.9,70,340.175,51,288.445,86,536.876,104,721.745,103,757.33,132,1093.265,61,489.085,1030,5881.181
2622,0,0,0,0,8,9.64,13,15.04,12,10.26,7,5.66,6,7.065,17,31.485,20,39.835,76,186.135,78,346.404,41,153.146,27,98.312,47,156.95,38,143.315,39,235.755,50,244.545,90,466.526,87,553.436,86,683.037,38,258.27,780,3644.816
2623,0,0,0,0,0,0,0,0,1,0.56,0,0,0,0,1,0.99,2,5.13,2,2.57,7,12.995,3,15.13,7,19.5,2,5.5,6,21.37,2,8.64,6,26.11,13,69.27,6,43.74,6,41.43,1,5.28,65,278.215
2624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.2,1,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.87,1,9.9,1,7.4,5,56.32
2625,0,0,0,0,0,0,0,0,1,2.4,0,0,0,0,0,0,0,0,0,0,2,8.03,0,0,0,0,0,0,0,0,0,0,0,0,1,99.96,0,0,0,0,0,0,4,110.39
2626,0,0,0,0,0,0,0,0,0,0,0,0,1,1.98,1,1.75,2,3.63,9,18.7,9,26.42,1,1.52,6,26.68,3,12.605,0,0,3,11.88,4,25.73,5,31.525,5,34.84,18,111.87,2,13.2,69,322.33
2627,0,0,0,0,0,0,0,0,0,0,0,0,1,1.75,4,9.21,9,21.09,60,115.875,50,160.875,27,139.445,24,100.712,30,195.005,35,189.74,30,165.78,26,145.477,56,428.025,84,753.91,120,1045.515,41,339.81,597,3812.219
2628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.78,7,13.24,19,37.82,19,79.795,17,83.305,15,48,22,74.99,25,168.7,14,101.9,19,130.63,30,153.695,32,232.065,43,291.82,21,186.61,286,1607.35
2629,0,0,0,0,0,0,0,0,1,1.6,0,0,0,0,0,0,0,0,2,6.9,5,33.37,1,6.5,0,0,7,20.1,10,40.83,7,31.05,5,23.065,11,59.34,18,104.28,14,116.46,7,146.11,88,589.605
2630,0,0,0,0,1,1.28,0,0,2,1.75,1,1.68,2,3.08,6,9.904,24,36.002,148,313.56,116,340.918,70,204.225,48,174.716,71,303.66,94,599.24,72,346.6,84,462.338,128,823.725,90,1040.405,115,891,44,378.69,1116,5932.773
2631,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,2,1.98,0,0,7,17.62,6,22.65,5,9.65,6,13.97,5,16.25,8,31.445,4,14.46,4,27.26,8,40.5,6,28.02,5,32.7,5,43.12,72,300.615
2632,0,0,0,0,0,0,1,1.4,0,0,2,1.575,1,0.99,4,5.28,6,7.08,39,58.54,21,67.09,8,23.42,16,56.97,16,47.04,19,65.42,17,57.46,11,51.405,31,190.915,15,92.13,33,261.01,24,156.75,264,1144.475
2633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,0,0,6,8.79,1,3.04,1,5,3,13.94,4,11.18,4,9.5,2,6,1,4.64,2,9.54,4,20.01,8,71.78,1,6.93,38,171.34
2640,0,0,0,0,1,1.2,0,0,1,1.6,2,1.9,13,14.949,20,27.291,66,97.305,565,1283.606,589,1558.581,344,1131.646,340,1369.74,341,1534.589,284,1944.42,200,1637.4,284,1848.751,430,3545.257,540,4625.718,874,6558.535,281,2374.395,5175,29556.883
2641,0,0,0,0,0,0,0,0,1,1.5,1,0.93,3,2.8,8,13.47,18,25.062,132,292.314,229,512.414,147,414.976,143,542.089,158,646.185,103,676.135,81,563.518,94,589.647,134,1009.641,174,1082.325,282,2299.1,112,833.28,1820,9505.386
2642,0,0,0,0,0,0,0,0,1,1.5,1,0.165,4,4.135,4,5.08,20,28.62,69,223.555,78,388.6,48,202.27,89,396.2,107,434.51,73,402.33,44,295.585,60,357.522,78,579.67,99,689.61,128,931.4,52,442.86,955,5383.612
2643,0,0,0,0,0,0,0,0,0,0,0,0,2,3.05,1,1.1,9,10.68,37,77.22,101,547.58,72,208.13,53,178.42,60,419.31,37,403.71,22,120.563,30,184.682,32,167.979,56,448.455,65,425.87,30,227.105,607,3423.854
2644,0,0,0,0,0,0,0,0,2,2.58,0,0,0,0,3,3,10,13.01,27,103.49,47,296.466,23,82.199,42,205.12,54,278.58,36,229.77,24,169.22,24,150.741,29,265.13,34,215.87,49,410.24,14,104.59,418,2530.006
2645,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,2.1,0,0,3,9.075,5,24.74,7,29.54,7,20.675,9,40,8,75,6,31.135,2,10.97,11,60.23,15,151.765,7,49.62,4,17.285,88,525.135
2646,0,0,0,0,0,0,0,0,0,0,0,0,3,2.84,0,0,6,11.392,128,428.97,177,947.682,133,465.1,134,736.07,142,886.62,96,529.965,42,439.23,83,399.619,93,845.865,102,742.862,156,997.97,45,365.07,1340,7799.255
2647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,3,3.91,39,108.38,64,170.228,77,371.499,47,259.19,41,303.33,32,239.92,13,156.795,18,95.625,38,327.15,53,496.63,63,500,14,101.22,503,3134.867
2648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.97,5,5.61,12,41.386,12,36.189,25,94.512,49,223.25,25,143.005,46,423.955,27,130.287,21,141.97,54,491.18,62,641.62,32,246.5,20,172.28,392,2794.714
2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.77,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,15.84,0,0,5,22.61
2650,0,0,0,0,1,1.4,0,0,7,4.435,4,4.86,12,15.89,29,43.76,86,140.445,340,982.763,556,2049.668,549,1966.785,482,2049.89,403,2121.225,267,1717.275,218,1765.438,309,2013.886,511,3992.789,808,5532.525,1277,8192.72,827,4198.225,6686,36793.979
2651,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1,0,0,0,0,7,24.1,9,20.26,13,48.37,16,50.5,7,116.31,6,29.26,7,25.965,23,220.885,22,111.06,26,156.41,41,270.52,16,102.77,194,1178.51
2652,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16,1,2.97,8,11.37,28,116.41,78,440.397,60,260.625,65,257.41,32,155.885,49,213.75,41,278.585,51,305.335,59,449.84,98,592.34,74,546.95,35,293.05,680,3925.077
2653,0,0,0,0,0,0,0,0,0,0,1,1.86,1,1.55,2,2.7,11,13.185,24,86.3,35,176.819,35,97.385,29,120.52,38,157.24,43,204.5,38,217.77,21,142.835,33,160.726,45,316.505,44,418.265,27,175.22,427,2293.38
2655,0,0,0,0,0,0,0,0,0,0,0,0,1,0.165,0,0,4,8.09,21,51.674,27,172.705,28,104.545,19,57.38,15,80.595,32,209.65,6,24.85,6,43.93,12,60.955,33,226.53,36,237.625,6,59.09,246,1337.784
2656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.05,7,24.24,12,56.723,24,88.435,39,190.618,18,84.5,25,106.815,14,66.21,8,47.52,13,166.765,29,183.965,26,167.63,12,88.28,228,1272.751
2658,0,0,0,0,0,0,0,0,0,0,0,0,2,2.05,0,0,9,10.47,22,125.52,19,91.48,13,49.99,34,144.29,20,75.24,31,197.1,23,92.92,12,102.96,25,124.005,20,134.595,44,259.545,4,28.86,278,1439.025
2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9.1,4,9.47,24,176.214,15,82.14,19,70.77,23,94.44,16,63.45,3,98.2,7,29.01,9,55.97,16,103.945,12,86.616,5,39.62,159,918.945
2660,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,9,11.78,17,76.76,20,107.36,20,70.15,32,116.53,36,143.685,27,139.4,26,141.836,22,242.345,33,259.987,22,126.595,40,473.29,15,115.585,320,2027.303
2663,0,0,0,0,0,0,0,0,0,0,1,1.86,0,0,3,4.17,4,5.4,28,72.45,35,124.334,40,113.262,41,164.49,63,195.73,51,364.495,18,88.245,23,146.615,65,478.895,64,642.57,114,570.91,29,184.055,579,3157.481
2665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,57.244,25,197.3,10,26.105,19,76.065,23,95.22,43,246.86,17,96.22,22,145.62,24,170.205,32,210.69,24,187.495,13,107.03,264,1616.054
2666,0,0,0,0,0,0,0,0,1,1,1,1.68,1,0.24,3,4.43,6,9.46,47,118.37,71,370.26,59,291.925,72,281.765,56,279.92,47,251.71,39,182.27,57,341.86,50,363.845,95,825.575,141,1093.73,24,220.465,770,4638.505
2668,0,0,0,0,0,0,0,0,1,0.16,0,0,0,0,0,0,0,0,0,0,6,12.71,0,0,2,6.5,8,34.75,13,43.5,4,18,4,20.9,8,52.025,13,65.9,4,21.78,1,6.66,64,282.885
2669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.08,9,38.93,17,109.225,22,82.3,24,101.638,18,83.13,31,208.715,25,112.215,15,110.42,7,56.735,22,151.775,28,228.36,11,117.4,231,1404.923
2671,0,0,0,0,0,0,0,0,0,0,0,0,1,0.93,0,0,4,7.14,18,51.99,65,318.7,48,172.11,82,298,23,206.28,55,208.55,61,390.095,52,298.8,52,508.2,83,854.7,96,581.32,35,273.925,675,4170.74
2672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.04,6,16.14,17,69.455,9,40.04,13,58.87,28,278.1,41,282.08,42,316.38,17,211.74,48,252.34,20,160.62,29,366.36,3,50.23,274,2104.395
2675,0,0,0,0,0,0,1,0.08,1,0.15,0,0,0,0,0,0,0,0,5,21.29,27,311.53,25,81.18,22,83.77,16,203.51,18,141.535,15,236.79,17,131.73,30,222.48,12,184.1,31,880.575,10,177.36,230,2676.08
2680,0,0,0,0,0,0,1,1.5,0,0,0,0,1,2.79,4,6.42,5,7.895,148,521.835,328,1738.616,226,1028.748,202,981.88,138,1320.205,145,1966.235,146,1405.345,169,1847.18,211,2524.835,546,3692.255,518,5212.175,129,1358.45,2917,23616.364
2681,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,0,0,0,0,18,62.53,34,211.145,12,63.99,30,128.4,11,82.18,18,128.375,18,166.29,16,340.81,14,117.945,23,174.55,31,318.645,5,76.86,231,1872.71
2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.105,2,4.55,16,71.55,26,144.426,75,258.89,73,244.37,65,388.61,96,517.57,33,158.35,34,286.295,55,404.735,110,684.115,143,1083.285,22,203.735,752,4453.586
2701,0,0,0,0,0,0,0,0,0,0,0,0,1,5.01,1,3.3,1,2.52,23,89.63,19,77.1,38,131.285,34,107.07,24,94.08,19,93.3,5,76.08,22,125.225,48,329.685,37,236.08,67,365.725,19,239.54,358,1975.63
2702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.02,3,4.55,21,112.593,12,34.62,20,81.44,12,33.145,9,38.73,6,17.7,10,47.27,16,99.24,9,41.1,6,25.23,3,19.98,128,556.618
2703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,0,0,3,12.47,4,26.23,8,33.73,7,52.068,10,44.035,22,112.5,10,76.54,5,23.6,5,43.18,20,153.785,10,54.685,7,76.91,112,713.233
2705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.99,43,158.72,96,485.16,103,420.95,67,259.125,84,763.435,130,770.935,71,529.855,77,679.29,128,1436.045,270,2138.84,194,1674.19,71,692.88,1336,10013.415
2706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.92,8,26.66,20,97.75,5,21.585,17,77.66,15,65,42,259.13,13,63.755,13,62.78,11,61.9,12,201.22,21,134.36,15,120.25,193,1193.97
2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.51,10,53.61,21,128.99,11,58.78,30,244.65,14,52,11,55,10,109.44,8,115.76,17,144.255,11,172.275,17,284.9,14,48.21,176,1472.38
2710,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,6.98,26,37.585,66,252.29,70,294.954,90,410.54,299,1399.859,124,723.595,92,538.15,100,596.475,60,576.69,160,1444.1,221,2153.26,278,2303.12,94,924.6,1688,11664.198
2711,0,0,0,0,0,0,1,0.3,0,0,0,0,0,0,1,1.02,1,5.4,11,57.04,26,164.345,41,186.985,46,247.548,37,168.5,38,350.44,22,247.785,24,257.615,99,914.285,77,668.93,63,489.275,26,242.21,513,4001.678
2712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.8,14,62.43,11,43.45,53,243.11,32,240.35,40,242.1,20,75.47,13,39.15,29,360.42,25,253.925,17,154.725,16,142.45,275,1864.38
2713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.98,7,7.63,24,125.41,25,150.89,39,222.31,84,363.05,53,318.73,46,338.395,43,245.57,38,297.895,46,739.2,40,432.87,49,503.67,29,226.86,524,3974.46
2714,0,0,0,0,0,0,0,0,0,0,0,0,1,1.55,2,4.002,3,3.58,60,126.87,40,178.075,50,163.19,87,378.645,66,368.03,63,356.28,27,142.995,36,156.56,71,514.295,52,372.9,71,655.36,18,146.94,647,3569.272
2715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.97,0,0,2,10.88,7,38.48,12,101.25,9,36.58,2,9,22,131.68,83,469.41,3,22.728,10,58.295,32,258.33,3,19.88,4,80.29,190,1239.773
2716,0,0,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,1,1.2,36,69.59,17,86.385,24,96.65,30,128.89,22,116.4,20,208.9,7,57.24,15,88.785,13,123.42,23,145.755,24,207.3,10,61.405,243,1392.37
2717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.2,3,12.82,10,60.356,10,43.35,7,39.616,18,89.35,6,43.741,1,5.94,32,251.015,22,237.82,9,53.58,2,20.46,124,866.248
2720,0,0,0,0,0,0,0,0,1,0.08,0,0,2,4.77,4,3.5,7,12.21,38,86.099,56,179.158,106,334.12,96,313.305,103,512.15,97,513.22,62,381.405,138,765.365,93,679.3,112,634.75,133,987.64,84,526.03,1132,5933.102
2721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29.08,1,3.12,0,0,5,20.65,4,13,5,46,3,13.16,0,0,2,10.2,3,26.4,0,0,26,161.61
2722,0,0,0,0,0,0,1,1.5,0,0,0,0,1,1.68,0,0,3,6,9,33.68,23,107.07,57,216.449,55,187.66,58,264.345,39,201.39,34,253.01,35,316.175,35,248.34,43,516.925,67,477.86,25,122.16,485,2954.244
2725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.1,2,6.12,3,4.56,4,9.4,3,10.21,6,18.53,9,33.305,2,5,1,7.02,2,4.26,2,11.325,11,86.575,3,23.1,51,224.505
2726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.04,0,0,4,30.16,1,3.6,0,0,1,4.16,4,20.2,3,10.28,4,32.862,16,113.545,4,40.92,14,111.12,0,0,52,368.887
2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18.83,0,0,0,0,2,4.3,4,12.37,10,43.9,6,30.235,8,114.628,10,75.285,3,30.36,3,30.3,1,6.6,51,366.808
2729,0,0,0,0,0,0,0,0,0,0,0,0,1,1.155,2,3.15,1,3.78,8,29.44,24,73.694,33,107.76,10,28.9,28,90.9,17,107.355,18,89.78,40,179.975,47,253.007,36,271.625,43,365.355,21,142.44,329,1748.316
2730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.6,1,2.38,12,23.65,15,64.065,17,42.345,16,53.23,42,162.51,12,70.7,5,24.1,24,156.2,18,135.96,17,221.44,36,226.125,15,77.58,231,1262.885
2731,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,30,39.09,45,104.064,58,158.134,122,424.94,97,374.33,80,514.775,128,656.905,59,730.25,68,682.508,84,618.63,171,1067.055,157,1128.465,46,405.2,1146,6905.346
2732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.02,3,3.57,7,25.16,113,977.52,20,61.13,23,142.598,14,92.3,28,173.975,20,259.52,32,551.63,31,305.625,31,362.7,32,373.405,6,88.92,361,3419.073
2733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.08,3,15.9,6,29.18,12,51.1,15,131.1,14,66.96,13,81.77,4,93.04,7,32.175,12,81.055,18,110.45,2,11.94,107,714.75
2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.84,1,4.9,15,234.79,3,35.98,5,50.6,1,5,3,29.5,5,38.565,8,166.34,7,171.85,3,38.8,53,789.165
2735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36.75,24,221.58,5,21.02,15,79.77,0,0,6,25.58,5,24.62,3,21.715,6,36.305,5,27.905,1,6.6,1,3.7,77,505.545
2736,0,0,0,0,1,0.16,0,0,0,0,0,0,0,0,0,0,1,1.05,4,7.84,3,19.645,9,71.92,8,167.12,0,0,9,39.3,13,135.88,3,21.125,2,15.49,5,124.495,1,7.2,0,0,59,611.225
2737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,9,32.61,11,147.03,1,4,2,8,5,51.9,14,80.98,8,86.91,9,282.47,18,221.795,3,83.5,84,1012.195
2738,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1,1,1.05,8,9.49,15,45.33,6,22.064,11,59.876,21,105.37,18,102.005,14,102.64,21,109.956,23,220.64,35,382.138,38,466.295,65,884.96,18,175.335,295,2689.249
2739,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1,4,7.32,3,11.62,3,9.02,8,22.484,7,25.425,16,72.625,23,220.415,21,257.044,10,163.24,17,116.12,35,324.08,18,321.69,21,332.54,4,60.9,191,1946.623
2745,0,0,0,0,0,0,0,0,0,0,0,0,2,5.3,12,16.13,44,53.81,354,765.509,286,645.783,281,767.252,131,484.2,201,897.705,168,927.623,143,819.655,187,1166.415,246,2074.938,433,3510.5,621,5321.338,281,2628.95,3390,20085.108
2747,0,0,0,0,0,0,0,0,0,0,0,0,1,0.125,12,20.039,50,59.5,341,659.513,313,645.107,353,831.43,154,536.996,298,1039.045,200,968.784,246,976.435,263,1440.263,436,2877.262,746,5487.856,1107,8695.664,419,3223.695,4939,27461.714
2748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2,4,6.09,23,86.25,34,136.626,21,97.37,13,95.72,20,109.815,12,114.41,10,58.67,6,52.85,17,169.934,27,488.25,31,633.3,6,100.01,225,2150.495
2749,0,0,0,0,0,0,0,0,0,0,0,0,1,2.16,7,7.515,21,78.265,180,383.02,187,457.802,147,392.48,71,246.846,101,469.112,70,350.49,62,418.374,90,489.114,143,1042.715,191,1456.25,284,2284.945,111,932.43,1666,9011.518
2750,0,0,0,0,1,1.5,0,0,2,2.56,0,0,0,0,15,15.915,86,106.829,542,1031.939,433,893.638,378,908.455,160,659.096,235,1243.95,143,1361.057,151,952.629,230,1465.233,288,2411.347,387,3441.978,517,4492.227,253,2282.85,3821,21271.203
2751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,0,0,2,12.137,3,10.58,1,3,1,10.53,0,0,0,0,0,0,0,0,8,37.747
2752,0,0,0,0,0,0,0,0,0,0,0,0,1,1.05,0,0,9,12.38,66,138.144,54,147.225,62,213.252,21,104.936,35,162.495,22,111.905,21,116.13,18,75.37,61,480.948,78,815.906,129,1063.125,52,483.395,629,3926.261
2753,0,0,0,0,0,0,0,0,2,1.36,3,3.4,4,8.35,10,20.135,27,38.413,190,436.178,155,431.76,130,359.345,79,318.77,90,478.72,92,598.51,73,643.945,104,702.847,136,1177.512,139,1365.96,231,2469.635,74,824.27,1539,9879.11
2754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.28,9,11.72,60,151.78,76,209.73,34,84.725,20,67.24,25,188.235,25,112.888,33,181.617,52,316.948,74,610.24,94,720.125,166,1287.64,48,437.805,718,4381.973
2756,0,0,0,0,0,0,2,3.88,3,2.32,2,1.59,1,0.99,14,20.46,59,86.245,340,893.49,318,913.818,229,714.948,118,590.785,192,1053.724,168,1209.714,159,1108.747,217,1731.416,381,3916.7,356,4255.647,517,5532.57,211,2198.48,3287,24235.524
2757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.03,5,9.99,11,28.025,2,7,0,0,4,18.56,3,15.68,6,50.175,7,46.265,9,85.36,16,161.965,12,170.78,12,136.975,89,732.805
2758,0,0,0,0,1,1.92,1,1.96,0,0,1,1.4,5,5.92,7,9.555,24,29.81,113,321.814,131,396.52,74,240.095,31,133.9,45,234.035,44,247.97,52,301.936,67,473.976,87,674.622,96,918.555,150,1476.885,52,561.67,981,6032.543
2759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6.32,37,45.875,306,565.825,308,627.038,319,773.223,97,305.35,142,537.379,119,578.77,123,630.853,121,599.89,192,1373.085,325,2316.105,497,4238.175,183,1587.32,2775,14185.208
2760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.05,43,59.42,235,434.412,255,489.934,252,588.388,117,456.705,165,598.152,146,597.33,142,897.715,132,1151.965,175,1349.833,264,1848.56,469,3745.475,184,1445.075,2583,13667.014
2761,0,0,0,0,0,0,0,0,0,0,1,0.26,1,0.255,11,13.86,43,54.38,316,546.527,399,736.247,488,1015.645,136,448.065,176,657.395,170,832.735,182,1039.86,182,1134.162,280,1750.385,400,3121.635,710,5772.06,338,2625.5,3833,19748.971
2762,0,0,0,0,0,0,0,0,1,1.4,0,0,0,0,3,2.97,10,17.645,54,99.485,41,104.225,20,53.273,7,24.12,19,74.9,39,157.406,57,219.65,108,467.89,197,1164.919,408,2773.46,814,6233.065,289,2280.745,2067,13675.153
2763,0,0,0,0,0,0,0,0,1,1.02,0,0,3,2.97,18,19.355,62,87.48,398,757.883,404,821.218,303,631.375,112,324.97,140,496.47,125,506.685,111,487.048,101,483.236,174,1111.196,304,2015.52,547,3960.815,257,1872.59,3060,13579.831
2765,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16,8,9.71,29,45.28,159,429.36,150,385.309,89,301.295,58,274.32,64,249.68,62,534.635,68,429.6,129,1231.21,349,2714.187,837,6318.82,1908,15234.591,754,6306.14,4665,34464.297
2766,0,0,0,0,1,0.9,0,0,0,0,0,0,2,1.65,5,5.61,23,128.556,139,267.099,189,362.684,180,378.439,56,469.435,67,406.505,59,643.18,61,560.11,50,582.119,84,1340.33,127,1019.845,248,2302.39,117,980.405,1408,9449.257
2767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9.542,37,46.325,245,438.776,324,574.464,311,613.456,295,596.404,306,692.74,263,673.325,105,457.12,91,412.265,163,910.515,221,1501.035,378,2737.19,234,1590.875,2982,11254.032
2768,0,0,0,0,0,0,0,0,0,0,0,0,2,1.98,7,7.92,45,57.945,496,921.402,496,944.215,315,689.714,147,474.811,172,664.606,124,498.955,112,473.045,139,779.735,181,1140.164,320,2124.41,641,4878.84,313,2380.9,3510,16038.642
2769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11.55,51,93.649,108,215.454,154,336.205,78,262.644,112,405.86,156,629.21,133,484.6,110,581.634,203,1147.71,308,2014.862,602,4909.25,214,1761.69,2240,12854.318
2770,0,0,0,0,0,0,0,0,1,0.125,0,0,0,0,20,21.995,64,105.9,453,883.744,490,910.856,572,1248.405,176,724.391,228,791.46,165,802.26,151,859.225,201,1067.46,221,1806.98,374,2589.09,584,4660.735,283,2222.525,3983,18695.151
2773,0,0,0,0,0,0,0,0,0,0,0,0,4,7.29,5,5.678,22,27.45,99,207.538,89,216.88,39,90.905,21,59.315,43,153.489,47,169.073,25,118.025,44,233.809,65,412.567,75,459.365,91,719.25,31,236.25,700,3116.884
2774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.442,47,56.415,218,452.759,150,350.011,93,230.983,67,199.47,98,358.199,116,455.274,60,358.522,112,541.211,107,701.3,109,746.679,178,1370.19,71,540.635,1430,6368.09
2775,0,0,0,0,0,0,0,0,1,0.16,0,0,0,0,4,5.935,8,9.305,21,47.025,20,51.9,20,57.878,10,44.285,15,66.96,18,87.96,17,79.52,12,58.72,17,149.322,15,236.07,24,143.09,10,77.65,212,1115.78
2776,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,10,9.967,22,29.86,102,189.619,61,130.005,33,82.21,14,62.6,22,87.727,48,199.271,20,71.795,31,130.419,34,196.462,49,375.135,66,497.565,22,172.05,535,2235.675
2777,0,0,0,0,1,3.64,0,0,0,0,0,0,1,2.04,18,21.969,69,94.19,345,697.258,281,622.695,203,488.035,93,413.358,93,351.273,112,452.626,104,586.854,145,814.706,130,911.307,155,1130.9,238,1975.89,89,711.74,2077,9278.481
