Postcode,Jan 2021 - Installations Quantity,Jan 2021 - SGU Rated Output In kW,Feb 2021 - Installations Quantity,Feb 2021 - SGU Rated Output In kW,Mar 2021 - Installations Quantity,Mar 2021 - SGU Rated Output In kW,Apr 2021 - Installations Quantity,Apr 2021 - SGU Rated Output In kW,May 2021 - Installations Quantity,May 2021 - SGU Rated Output In kW
2711,6,51.51,6,52.09,2,48.39,8,63.61,4,26.61
2712,2,23.4,3,19.83,3,36.51,4,26.27,4,36.44
2713,4,40.94,9,73.26,7,40.14,6,46.25,3,26.27
2714,1,15.84,7,54.06,7,53.19,3,23.85,0,0
2715,1,31.45,0,0,2,42.18,1,6.66,0,0
2716,0,0,2,13.51,7,41.235,1,6.66,0,0
2717,1,6.4,0,0,1,14.06,0,0,0,0
2720,32,125.47,11,81.01,18,136.41,13,113.93,10,69.21
2721,0,0,0,0,0,0,0,0,0,0
2722,4,25.16,0,0,3,19.86,15,53.25,3,23.89
2725,0,0,2,13.2,0,0,0,0,1,9.9
2726,0,0,0,0,0,0,0,0,0,0
2727,0,0,0,0,1,6.6,0,0,0,0
2729,5,25.04,4,35.68,6,43.29,5,31.03,1,7.4
2730,9,39.47,2,8.58,1,6.6,2,12.94,1,9.99
2731,9,62.68,7,66.04,13,130.06,13,107.24,4,39.18
2732,0,0,3,59.22,1,6.66,2,23.04,0,0
2733,0,0,0,0,2,11.94,0,0,0,0
2734,1,9.2,0,0,1,11.84,0,0,1,17.76
2735,0,0,1,3.7,0,0,0,0,0,0
2736,0,0,0,0,0,0,0,0,0,0
2737,0,0,1,70.3,1,6.6,1,6.6,0,0
2738,3,29.7,2,13.88,7,63.08,5,50.79,1,17.885
2739,0,0,1,11.05,1,33.33,2,16.52,0,0
2745,42,375.59,78,745.045,74,658.955,62,599.17,25,250.19
2747,75,583.475,102,752.43,90,709.42,114,874.08,38,304.29
2748,2,36.74,2,29.23,2,34.04,0,0,0,0
2749,20,160.06,34,282.2,30,271.61,19,143.6,8,74.96
2750,40,285.01,73,600.025,64,578.545,48,588.3,28,230.97
2751,0,0,0,0,0,0,0,0,0,0
2752,4,23.55,16,180.62,14,115.17,13,119.72,5,44.335
2753,14,228.56,23,204.405,13,137.22,18,175.245,6,78.84
2754,10,98.47,12,99.99,10,84.05,14,135.315,2,19.98
2756,34,413.005,59,598.495,50,484.04,53,541.41,15,161.53
2757,3,37.03,4,41.485,2,23.68,3,34.78,0,0
2758,5,59.88,14,151.17,15,156.5,15,163.3,3,30.82
2759,25,273.49,46,355.6,53,525.445,39,274.295,20,158.49
2760,38,282.34,45,389.07,51,383.965,37,264.63,13,125.07
2761,55,405.795,98,744.78,76,636.67,75,546.46,34,291.795
2762,96,722.48,68,539.035,56,427.15,43,348.945,26,243.135
2763,53,400.37,57,404.685,64,486.375,58,393.16,25,188
2765,157,"1,254.29",182,"1,579.70",197,"1,680.08",158,"1,212.53",60,579.555
2766,19,131.01,30,307.26,27,229.2,20,156.87,21,156.065
2767,33,258.39,50,360.75,55,392.83,61,375.995,35,202.91
2768,69,537.25,68,523.095,75,564.455,72,537.115,29,218.985
2769,60,483.575,53,450.005,49,401.58,36,290.43,16,136.1
2770,47,333.53,67,489.39,75,562.295,58,568.055,36,269.255
2773,7,54.55,11,78.76,4,29.73,5,43.39,4,29.82
2774,7,51.97,20,163.165,20,145.21,15,112.98,9,67.31
2775,2,13.26,1,6.36,4,26.21,1,9.62,2,22.2
2776,2,16.11,6,51.06,4,33.91,8,60.61,2,10.36
2777,14,106.38,24,186.93,21,195.48,18,135.12,12,87.83
2778,1,6.66,2,13.29,2,14.6,4,31.22,2,7.36
2779,5,35.77,6,46.11,4,33.56,11,90.04,1,6.6
2780,10,51.795,18,218,19,132.96,23,244.845,13,84.465
2782,3,24.54,12,87.5,12,191.355,11,104.29,12,94.24
2783,1,6.6,3,16.86,3,23.64,5,29.91,5,39.04
2784,1,6.66,3,25.89,1,7.2,3,26.46,0,0
2785,5,30.28,6,43.18,10,63.66,12,83.05,4,34.25
2786,0,0,2,8.12,1,7.11,5,32.355,1,5.18
2787,1,6.66,4,26.64,9,61.76,8,50,4,43.66
2790,19,137.54,21,168.57,25,263.105,27,220.82,10,97.29
2791,0,0,0,0,1,10.73,1,6.57,0,0
2792,1,5.94,0,0,0,0,1,6.66,0,0
2793,0,0,0,0,3,24.16,1,6.66,1,9.99
2794,13,76.39,8,85.13,18,198.83,42,220.86,3,31.31
2795,82,725.855,89,821.3,67,479.215,75,657.55,50,432.77
2797,0,0,1,13.32,2,13.23,1,12.96,0,0
2798,1,6.6,2,23.6,1,6.29,2,17.76,3,24.94
2799,3,19.27,4,32.19,4,31.74,3,19.8,5,42.39
2800,70,543.595,67,470.18,118,878.595,48,380.4,44,291.255
2803,0,0,4,40.91,0,0,0,0,0,0
2804,11,80.23,7,52.67,5,48.605,4,41.38,2,46.19
2805,0,0,0,0,1,6.66,1,10.36,0,0
2806,0,0,2,39.94,0,0,0,0,1,5.85
2807,0,0,0,0,2,13.32,4,26.64,0,0
2808,0,0,1,6.48,0,0,1,6.66,1,10.23
2809,0,0,1,5.28,1,9.9,0,0,0,0
2810,10,81.26,8,154.54,8,48.43,5,50.61,4,57.08
2817,0,0,0,0,1,6.66,2,19.98,1,9.25
2818,3,24.3,3,19.5,0,0,0,0,0,0
2820,6,55.625,16,104.52,9,70.295,7,39.51,5,49.08
2821,1,60.39,25,115.835,8,36.42,5,51.765,6,42.16
2822,0,0,1,13.32,1,6.66,0,0,1,10.5
2823,0,0,3,13.48,2,6.6,0,0,0,0
2824,1,13.2,0,0,1,6.66,2,19.98,2,19.97
2825,1,6.3,0,0,1,19.24,1,6.66,16,56.16
2826,0,0,0,0,0,0,2,19.98,0,0
2827,3,31.21,7,37.775,4,33.31,8,57.42,5,57.95
2828,3,19.92,0,0,0,0,2,20.35,2,32.67
2829,10,49.37,6,29.545,4,67.87,1,6.66,4,29.625
2830,47,349.72,101,818.135,73,543.09,84,661.515,29,222.26
2831,4,31.5,3,25.2,2,12.58,5,46.04,1,6.66
2832,1,10.23,2,26.64,0,0,0,0,1,6.66
2833,0,0,1,6.66,2,12.58,1,7.03,0,0
2834,2,22.93,0,0,0,0,5,56.24,0,0
2835,2,14.66,3,36.63,1,15.54,1,7,2,25.56
2836,0,0,0,0,0,0,1,5.18,0,0
2838,0,0,14,46.2,0,0,0,0,0,0
2839,0,0,0,0,1,6.66,3,19.98,0,0
2840,1,6.6,0,0,2,20.46,6,39.22,0,0
2842,2,13.2,3,14.43,1,24.42,3,31.08,2,13.31
2843,1,6.6,0,0,0,0,1,6.6,0,0
2844,2,13.2,7,50.26,5,52.17,1,6.6,1,6.65
2845,1,6.6,3,25.9,7,64.32,3,20.78,1,6.63
2846,0,0,4,30.42,0,0,0,0,0,0
2847,1,11.88,2,21.09,2,11.79,2,11.84,0,0
2848,2,13.215,4,29.88,0,0,2,13.26,1,13.32
2849,4,21,1,5.4,4,23.12,3,28.32,2,19.98
2850,11,85.41,31,236.57,43,351.78,24,278.35,19,146.77
2852,4,26.4,6,43.93,8,69.94,12,89.1,1,5.85
2864,0,0,1,9.8,0,0,2,14.8,0,0
2865,2,13.25,0,0,0,0,0,0,0,0
2866,3,16.62,2,24.56,3,27.52,6,45,1,10.5
2867,1,6.65,0,0,0,0,0,0,0,0
2868,0,0,0,0,1,20.16,2,11.41,1,6.66
2869,0,0,0,0,3,28.06,3,9.9,1,6.65
2870,5,41.47,10,75.78,44,226.935,18,121.84,5,36.58
2871,13,105.86,13,118.93,35,191.02,22,118.73,9,74.47
2873,2,25.9,1,6.27,1,25.9,1,10.73,1,6.66
2874,0,0,0,0,1,6.3,0,0,0,0
2875,0,0,4,33.18,3,20.98,0,0,1,10.36
2876,0,0,0,0,0,0,1,6.6,0,0
2877,2,13.31,3,32.8,4,36.92,5,61.79,2,33.21
2878,1,5.18,0,0,0,0,0,0,0,0
2879,0,0,2,21.09,5,51.8,3,25.53,2,17.02
2880,29,213.115,35,299.73,41,310.075,27,234.69,11,117.22
2898,0,0,0,0,0,0,0,0,0,0
2899,0,0,0,0,0,0,0,0,0,0
2900,2,11.84,1,7.77,3,26.26,2,13.26,0,0
2901,0,0,0,0,0,0,0,0,0,0
2902,15,124.49,20,145.015,21,164.895,20,183.455,10,68.28
2903,14,126.79,13,100.01,10,72.645,13,98.47,5,38.85
2904,21,198.33,29,240.09,19,155.86,9,75.01,9,75.65
2905,36,270.96,38,305.69,41,377.02,25,220.66,18,163.7
2906,28,234.44,27,209.585,19,145.21,22,162.98,11,82.03
2911,2,20.81,3,56.34,8,89.49,6,59.64,5,40.08
2912,5,41.43,3,26.58,3,19.17,2,18.87,5,40.93
2913,29,217.97,40,301.49,40,323.79,50,378.85,27,222.15
2914,28,227.77,49,412.225,40,365.91,32,279.15,19,166.845
3000,1,8.25,1,12.48,0,0,0,0,0,0
3002,1,5.67,0,0,2,107.4,0,0,1,5.55
3003,0,0,2,17.16,0,0,0,0,0,0
3004,0,0,0,0,0,0,0,0,0,0
3006,0,0,0,0,0,0,0,0,0,0
3008,0,0,1,6.6,0,0,0,0,1,7.65
3011,6,35.8,5,60.62,10,48.95,6,32.06,2,45.82
3012,6,56.09,15,101.16,13,82.8,16,105.73,3,17.7
3013,1,9.99,7,41.72,10,70.905,7,46.315,6,38.48
3015,7,43.7,9,49.34,10,89.095,14,92.71,6,35.51
3016,10,72.89,9,57.65,9,66.965,3,12.33,3,16.38
3018,11,64.53,15,99.105,12,168.81,4,26.58,2,12.21
3019,9,48.61,7,42.7,14,151.65,10,67.43,0,0
3020,34,234.82,34,243.24,26,276.175,24,161.7,12,123.9
3021,37,236.23,41,267.37,54,342.47,30,189.67,19,117.805
3022,1,5.94,3,18.54,1,6.29,0,0,0,0
3023,58,420.19,95,688.39,95,653.885,76,547.975,18,120.235
3024,60,393.655,79,506.31,77,507.385,79,531.1,36,254.075
3025,4,24.48,12,58.54,21,109.42,3,15.32,2,12.95
3026,18,137.81,11,70.61,16,147.42,10,60.48,2,12.58
3027,17,107.25,13,94.2,22,146.715,12,72.695,0,0
3028,31,201.61,32,255.855,23,143.45,15,90.07,6,39.92
3029,255,"1,832.51",210,"1,431.03",320,"2,562.38",223,"1,487.74",77,570.465
3030,184,"1,212.89",180,"1,232.32",216,"1,457.65",141,"1,033.12",48,333.27
3031,9,38.91,6,29.9,7,37.23,4,22.58,0,0
3032,11,88.59,13,83.85,14,96.56,9,60.335,1,5.18
3033,5,36.54,9,53.09,5,31.7,9,60.96,4,26.46
3034,11,88.445,7,43.29,10,60.41,8,52.1,3,23.26
3036,4,31.71,2,16.65,5,40.76,7,57.11,1,6.66
3037,52,348.59,59,438.045,74,525.37,51,345.35,10,67.47
3038,22,153.51,26,163.395,28,225.1,27,189.405,6,39.96
3039,9,56.44,4,27.57,9,61.12,1,4.95,0,0
3040,11,70.725,7,56.18,11,97.08,9,80.295,4,28.47
3041,5,29.625,7,50.41,14,90.92,8,59.14,1,6.63
3042,10,61.73,10,92.48,11,78.86,8,69.99,1,13.32
3043,13,110.22,9,70.75,10,61.67,14,88.84,2,13.32
3044,11,60.76,18,107.585,14,111.45,12,77.18,5,33.15
3045,0,0,0,0,0,0,0,0,0,0
3046,16,106.335,23,148.835,15,100.895,11,61.35,4,17.835
3047,20,132.16,17,107.26,17,114.98,19,139.525,5,35.95
3048,19,128.02,20,124.68,32,203.33,30,205.96,4,30.59
3049,13,96.21,8,55.07,16,106.37,6,37.99,1,6.66
3051,2,10.89,2,12.58,2,9.25,0,0,0,0
3052,0,0,1,26.1,0,0,2,10.36,1,6.6
3053,0,0,1,38.595,0,0,0,0,0,0
3054,2,7.59,0,0,0,0,2,7.29,0,0
3055,6,37.305,5,31.24,9,59.38,5,32.455,2,9.06
3056,7,53.075,7,34.44,11,64.76,6,167.47,5,27.305
3057,4,25.065,1,5.92,3,17.76,4,15.17,1,6.66
3058,22,144.565,24,156.365,24,165.4,20,111.27,6,42.18
3059,38,270.76,43,372.775,39,291.48,35,291.49,11,120.45
3060,18,111.01,17,116.17,11,67.66,9,62.36,1,6.6
3061,5,78.88,12,154.865,14,270.56,7,187.86,6,142.45
3062,0,0,0,0,2,109.58,0,0,0,0
3063,0,0,2,22.44,4,61.63,1,9.99,0,0
3064,235,"1,636.48",238,"1,751.93",243,"1,698.45",195,"1,420.89",68,498.39
3065,1,1.48,1,6.615,4,28.97,0,0,1,6.12
3066,0,0,2,7.4,2,9.99,1,3.7,1,3.7
3067,1,3.575,0,0,2,23.58,2,9.02,0,0
3068,10,46.095,7,41.235,13,68.06,7,36.78,2,12.98
3070,7,38.81,15,94.38,21,122.17,18,111.315,0,0
3071,6,36.15,18,104.09,19,118.9,8,48.59,1,6.66
3072,12,75.325,24,142.74,18,116.41,25,170.69,2,19.48
3073,16,96.61,23,202.97,34,177.02,21,184.9,5,33.07
3074,13,162.275,9,84.84,24,233.87,11,110.48,12,195.33
3075,21,146.69,25,163.11,26,196.4,18,126.18,6,39.84
3076,37,261.59,42,445.19,48,306.535,30,199.59,13,82.88
3078,10,96.46,7,46.08,17,104.08,8,46.42,0,0
3079,7,53.14,14,115.39,9,57.43,9,73.86,4,26.87
3081,14,86.39,11,89.95,17,110.995,5,27.96,1,7.4
3082,29,187.61,28,186.07,23,153.67,27,177.88,4,27.9
3083,47,239.54,28,159.17,30,175.86,26,182.08,3,19.23
3084,22,146.86,26,168.97,18,120.06,13,83.345,6,44.4
3085,5,25.36,15,116.355,9,57.91,11,63.37,3,14.55
3087,7,49.46,7,41.94,7,46.36,5,31.69,5,31.73
3088,25,145.41,29,186.99,32,202.91,28,203.65,5,34.73
3089,9,61.3,13,87.68,16,115.52,10,90.63,3,28.02
3090,2,13.26,4,37.02,3,41.44,1,6.6,0,0
3091,1,3.3,5,62.41,4,23.92,3,33.61,0,0
3093,1,6.6,2,81.93,2,12.155,3,25.84,0,0
3094,8,46.13,7,40,7,51.38,9,65.57,4,22.88
3095,19,142.935,24,160.705,28,211.705,26,193.82,6,41.48
3096,0,0,2,13.26,2,13.32,3,23.16,0,0
3097,2,13.32,0,0,2,18.2,2,26.49,1,8.2
3099,8,64,3,25.91,3,28.43,1,6.66,0,0
3101,10,71.34,15,109.32,17,119.7,10,91.65,2,12.37
3102,2,13.26,7,47.72,6,48.83,5,42.79,2,13.86
3103,10,112.87,6,48.77,12,84.21,10,72.96,1,6.6
3104,16,119.84,13,113.03,28,186.73,17,138.02,5,30.34
3105,7,50.2,9,55.74,11,86.1,6,41.295,0,0
3106,17,123.24,13,94.11,18,129.91,15,137.16,4,45.34
3107,4,26.46,7,47.39,15,98.01,9,61.81,0,0
3108,16,105.63,20,119.69,21,174.22,17,102.04,2,13.32
3109,23,149.445,26,178.445,33,231.465,23,143.01,4,24.42
3111,21,141.595,16,158.36,11,82.01,7,48.32,3,24.85
3113,5,37.41,12,79.77,18,138.11,11,102.01,3,23.33
3114,9,75.608,1,6.6,7,63.57,3,31.29,4,20.53
3115,4,22.56,0,0,2,13.26,4,36.895,1,9.99
3116,9,64.81,6,39.84,14,90.64,15,105.075,2,16.59
3121,2,9.24,5,28.7,10,49.65,2,10.48,2,9.36
3122,4,39.06,5,27.635,11,79.235,8,47.745,1,2.73
3123,3,35.13,4,30.84,10,83.04,6,44.28,1,6.6
3124,10,73.965,15,92.24,17,134.735,20,128.135,2,16.76
3125,8,50.23,14,95.65,9,57.51,9,54.77,5,27.56
3126,3,26.63,6,50.12,12,100.19,1,6.66,1,5.55
3127,8,56.25,11,72.24,12,91.97,16,110.85,2,17.29
3128,17,108.41,11,100.94,11,84.89,7,47.74,1,4.07
3129,16,105.895,11,72.12,19,125.76,15,101.41,2,9.995
3130,30,201.55,27,156.12,29,187.37,24,189.42,3,18.13
3131,21,149.585,17,115.94,21,139.63,13,78.4,2,13.32
3132,10,59.02,6,40.23,8,50.87,15,91.89,3,24.99
3133,21,143.73,37,251.14,25,166.83,20,135.26,8,52.39
3134,22,153.64,41,286.14,30,237.745,29,180.09,10,60.51
3135,17,105.625,16,181.9,13,100.04,12,80.5,5,31.76
3136,41,267.52,46,288.435,47,312.345,36,218.06,15,87.33
3137,14,127.42,12,76.05,16,104.825,19,126.395,2,13.32
3138,16,103.275,28,179.135,22,139.32,14,78.99,4,27.77
3139,11,74.785,13,103.08,21,212.46,12,107.58,1,6.65
3140,15,103.8,18,119.74,13,128.74,11,76.67,1,10.36
3141,0,0,1,6.6,1,4.44,2,21.68,1,12.21
3142,3,23.95,4,15.035,1,12,3,23.61,0,0
3143,1,3.65,2,15.14,2,15.425,1,12.95,0,0
3144,1,6.66,3,23.55,6,44.11,4,21.35,2,16.56
3145,15,123.825,11,80.625,21,111.61,13,90.18,2,9.81
3146,17,103.25,13,80.21,14,103.915,8,55.73,3,19.04
3147,11,67.895,13,79.13,20,169.335,4,26.935,5,27.92
3148,7,58.99,8,42.49,8,49.55,8,49.74,4,21.39
3149,28,183.07,38,265.08,42,285.505,27,190.38,5,34.48
3150,63,432.77,65,449.775,72,508.91,49,341.97,18,136.06
3151,11,68.54,11,48.725,11,63.8,8,58.4,2,12.21
3152,52,372.32,31,206.68,45,297.23,27,272.67,11,75.715
3153,24,283.26,15,121.585,22,149.765,18,118.21,7,116.82
3154,3,19.91,5,37.23,5,35.14,2,13.25,1,4.29
3155,19,109.63,17,97.32,23,140.13,17,95.385,4,23.2
3156,28,274.425,43,318.065,47,309.48,45,411.52,11,88.815
3158,4,28.79,4,30.16,9,69.35,3,17.07,3,32.73
3159,2,10.59,0,0,3,21.12,3,16.64,2,13.32
3160,6,47.17,6,41.22,10,99.3,9,57.375,3,19.2
3161,4,29.91,12,109.695,7,42.59,3,23.94,0,0
3162,7,56.275,14,100.4,15,90.29,7,42.265,7,44.9
3163,20,136.34,14,91.44,15,83.37,16,94.79,4,43.66
3164,0,0,0,0,0,0,0,0,0,0
3165,27,189.51,23,154.97,25,165.71,23,158.66,6,36.94
3166,18,141.505,12,74.76,16,100.46,11,61.175,1,6.66
3167,7,45.23,3,50.84,13,123.53,7,44.08,2,10.21
3168,8,49.4,12,101.87,8,53.61,8,45.8,3,52.52
3169,18,121.11,22,151.36,22,137.99,10,63.045,4,26.14
3170,28,201.89,22,163.13,23,142.12,23,155.46,5,33.24
3171,20,143.42,27,161.905,19,362.26,10,65.55,2,14.37
3172,23,154.59,26,171.72,34,251.48,28,202,10,62.16
3173,39,266.835,54,364.18,50,342.74,47,407.23,8,51.425
3174,33,199.67,44,273.13,40,259.68,31,220.97,10,62.87
3175,48,328.46,34,458.08,39,347.51,28,260.02,8,113.15
3176,0,0,0,0,0,0,0,0,0,0
3177,8,48.79,12,72.9,8,55.51,9,53.79,1,4.95
3178,42,217.64,42,277.58,43,315.72,33,235.93,4,24.77
3179,10,59.6,4,26.12,10,159.75,6,38.08,0,0
3180,9,54.69,11,78.54,10,69.99,6,34.89,2,10.23
3181,3,20.675,3,20.18,3,18.76,1,2.25,0,0
3182,2,18.765,3,18.13,1,6.46,1,10.64,0,0
3183,1,5.61,4,23.535,6,45.13,4,22.51,1,5.55
3184,3,15.28,3,14.82,4,33.73,3,21.38,1,7.7
3185,8,49.93,4,22.06,6,41.94,7,41.78,0,0
3186,7,60.05,10,75.285,12,67.09,9,76.34,2,17.86
3187,15,102.085,6,42.74,19,140.68,7,49.4,2,19.98
3188,9,74.2,16,117.87,15,119.13,12,93.44,0,0
3189,3,16.22,8,74.82,9,61.57,4,51.14,0,0
3190,4,25.5,10,60.11,10,58.91,2,13.035,1,6.29
3191,4,28.25,12,91.4,14,99.68,7,47.68,0,0
3192,14,95.48,15,108.06,21,150.44,10,58.34,2,10.62
3193,16,109.41,17,125.79,22,132.9,10,102.88,4,27.21
3194,9,53.27,9,58.32,18,115.975,6,37.26,4,25.77
3195,32,315.36,37,264.42,48,342.825,28,190.17,8,54.43
3196,28,169.22,23,141.7,33,207.105,18,129.225,9,52.39
3197,8,46.69,8,52.77,14,86.475,8,48.44,8,53.1
3198,14,88.12,20,153.275,18,106.26,16,121.32,4,23.22
3199,45,315.22,44,340.13,49,364.97,47,332.695,14,113.74
3200,3,19.875,6,39.02,5,25.26,2,11.9,3,22.56
3201,26,158.64,26,159.96,32,312.095,24,151.165,4,23.62
3202,3,15.04,3,18.19,5,34.61,3,33.3,1,6.66
3204,23,141.485,21,158.6,22,162.005,17,123.995,1,6.66
3205,1,25.6,1,2.64,5,25.725,1,6.29,1,4.07
3206,1,32.85,3,17.96,8,52.755,6,25.79,0,0
3207,4,19.74,7,75.75,2,13.32,3,18.34,1,8.1
3211,1,7.77,0,0,2,16.56,1,6.66,0,0
3212,16,123.9,23,183.55,21,144.83,16,105.97,4,30.93
3213,3,23.305,11,84.56,6,46.77,5,33.02,1,1.11
3214,16,96.51,13,80.15,19,161.87,20,102.815,0,0
3215,11,59.875,8,71.94,14,90.47,10,143.205,2,9.395
3216,42,279.5,60,449.345,52,380.73,36,259.455,7,42.5
3217,32,200.62,34,211.095,32,204.71,24,138.32,7,47.17
3218,6,37.93,11,74.205,8,41.21,14,88.65,3,15.77
3219,8,50.04,20,120.955,11,79.73,12,70.755,2,13.26
3220,5,25.58,11,84.77,17,230.02,11,83.05,6,55.1
3221,0,0,0,0,0,0,0,0,0,0
3222,22,176.29,25,177.67,34,228.14,17,114.35,2,16.65
3223,4,22.69,13,102.32,21,128.77,16,97,2,16.99
3224,10,66.86,18,116.725,30,238.64,10,62.1,2,11.1
3225,4,21.42,12,69.13,12,67.36,5,33.82,3,23.56
3226,13,79.62,22,135.685,14,95.525,17,109.65,0,0
3227,4,30.25,14,92.765,9,71.08,6,54.01,0,0
3228,16,105.185,39,245.605,34,245.32,24,155.69,10,63.82
3230,3,17.01,6,46.71,2,9.96,3,15.65,3,16.96
3231,0,0,3,17.91,6,34.915,4,24.23,2,12.36
3232,0,0,1,5.18,1,6.66,0,0,0,0
3233,5,30.805,2,28,4,29.35,0,0,2,8.05
3234,1,10.56,2,13.34,3,42.59,2,13.2,0,0
3235,3,19.45,3,18.55,2,13.89,0,0,0,0
3236,1,6.29,0,0,1,5.92,0,0,0,0
3237,0,0,0,0,1,6.66,0,0,0,0
3238,0,0,0,0,1,6.66,0,0,0,0
3239,0,0,0,0,0,0,0,0,1,6.66
3240,6,43.165,2,10.56,9,60.06,5,36.24,2,16.65
3241,7,54.92,4,25.36,6,36.88,4,25.47,0,0
3242,1,10.4,1,2.2,1,5.92,0,0,0,0
3243,0,0,0,0,1,6.66,0,0,0,0
3249,2,26.52,1,6.6,2,11.1,3,19.92,0,0
3250,1,6.6,9,51.35,10,63.81,10,65.35,2,12.96
3251,2,12.61,2,16.34,1,6.66,0,0,0,0
3254,0,0,0,0,0,0,0,0,0,0
3260,2,16.49,2,12.15,4,83.86,2,12.96,1,6.6
3264,0,0,1,30.34,3,19.98,3,24.36,0,0
3265,1,7.2,0,0,3,19.86,0,0,1,6.6
3266,0,0,5,29.88,3,19.86,2,17.39,0,0
3267,0,0,0,0,0,0,0,0,0,0
3268,3,18.65,3,40.15,2,15.06,2,17.82,0,0
3269,4,26.98,2,13.26,0,0,0,0,0,0
3270,0,0,0,0,1,5.92,0,0,0,0
3271,0,0,0,0,0,0,0,0,0,0
3272,2,10.95,0,0,2,10.62,2,15.6,1,5.94
3273,0,0,1,4.81,0,0,0,0,0,0
3274,0,0,0,0,2,28.38,0,0,0,0
3275,0,0,0,0,0,0,0,0,0,0
3276,0,0,0,0,0,0,0,0,0,0
3277,0,0,1,6.66,3,23.16,0,0,0,0
3278,0,0,0,0,0,0,2,13.32,0,0
3279,0,0,0,0,0,0,0,0,0,0
3280,16,103.615,17,118.55,25,161.195,19,129.605,3,18.5
3281,2,8.97,1,5.92,3,25.14,1,6.6,0,0
3282,2,13.26,2,12.42,2,11.55,4,25.26,1,11.1
3283,0,0,2,11.55,1,6.6,0,0,0,0
3284,4,20.72,5,33.195,6,31.18,2,10.62,0,0
3285,1,6.3,3,31.52,5,39.04,0,0,1,6.66
3286,0,0,1,5.61,0,0,1,6.6,0,0
3287,0,0,1,5.18,0,0,0,0,1,6.66
3289,1,8.14,0,0,0,0,1,6.66,0,0
3292,0,0,0,0,1,6.66,0,0,0,0
3293,0,0,0,0,0,0,0,0,0,0
3294,1,3.7,1,6.66,0,0,0,0,1,11.84
3300,2,19.98,2,40.98,5,32.56,4,25.15,2,13.32
3301,0,0,2,13.32,1,10.36,0,0,0,0
3302,0,0,1,13.32,0,0,0,0,0,0
3303,0,0,0,0,0,0,1,21.12,0,0
3304,2,16.25,2,12.21,5,31.8,1,6.66,1,6.29
3305,15,102.06,12,70.76,7,40.95,16,89.295,1,6.66
3309,0,0,0,0,0,0,0,0,0,0
3310,0,0,0,0,0,0,1,12.58,0,0
3311,0,0,2,13.26,0,0,0,0,1,6.63
3312,1,4.62,0,0,0,0,0,0,1,1.44
3314,0,0,1,6.66,2,16.66,1,6.66,0,0
3315,0,0,3,24.68,3,18.5,1,6.66,0,0
3317,0,0,0,0,2,13.16,0,0,0,0
3318,0,0,2,13.1,1,3.7,1,10.36,1,6.66
3319,0,0,0,0,0,0,0,0,0,0
3321,0,0,1,8.14,2,17.02,1,6.66,0,0
3322,1,9.99,0,0,0,0,0,0,0,0
3323,0,0,0,0,0,0,0,0,0,0
3324,0,0,0,0,1,10.36,0,0,0,0
3325,0,0,3,17.82,2,13.26,0,0,0,0
3328,1,6.65,4,28.72,4,31.02,2,14.8,1,6.6
3329,0,0,0,0,0,0,0,0,0,0
3330,1,6.6,0,0,0,0,0,0,0,0
3331,8,53.74,14,114.03,10,77.21,13,88.31,1,6.66
3332,1,8.14,0,0,2,12.51,1,6.66,0,0
3333,2,13.2,0,0,0,0,2,11.1,0,0
3334,0,0,1,16.5,0,0,0,0,0,0
3335,26,176.69,31,210.09,36,252.04,18,122.86,17,120.66
3336,36,248.99,50,353.38,43,302.035,32,228.55,11,73.14
3337,48,339.005,41,269.235,64,466.485,53,350.91,10,67.65
3338,69,458.57,74,605.05,85,556.56,59,409.54,16,112.38
3340,21,143.51,22,148.46,43,305.765,29,211.73,7,92.57
3341,2,13.23,1,10.23,3,34.305,0,0,0,0
3342,2,16.22,1,6.65,7,49.52,2,13.32,0,0
3345,0,0,2,19.8,2,13.26,0,0,1,13.32
3350,45,357.99,62,423.525,55,374.77,41,353.78,12,85.455
3351,6,53.68,6,47.65,13,95.29,3,21.03,0,0
3352,15,203.89,19,158.85,14,115.98,10,100.82,4,23.72
3353,0,0,0,0,0,0,0,0,0,0
3354,0,0,0,0,0,0,0,0,0,0
3355,10,124.71,36,198.95,25,94.96,13,65.54,1,6.66
3356,11,69.8,10,62.5,21,142.85,13,76.68,4,23.82
3357,5,44.5,8,59.14,3,19.68,5,30.035,2,18.44
3358,0,0,7,46.32,6,39.84,4,26.21,1,6.6
3360,0,0,1,6.6,0,0,2,14.06,0,0
3361,0,0,0,0,0,0,0,0,0,0
3363,2,13.26,3,17.46,5,27.405,4,27.77,0,0
3364,3,16.53,1,6.6,1,3.96,3,16.14,0,0
3370,1,3.78,0,0,1,6.6,1,6.65,1,6.6
3371,1,10.73,2,26.95,3,19.62,2,10.36,0,0
3373,0,0,1,7.92,3,19.92,6,40.38,1,6.65
3374,1,5.28,0,0,0,0,1,7.77,0,0
3375,0,0,1,6.66,2,105.66,0,0,0,0
3377,14,90.43,19,111.15,9,56,4,26.16,2,7
3378,0,0,0,0,0,0,0,0,0,0
3379,0,0,0,0,1,2.96,0,0,0,0
3380,3,23.62,6,41.92,10,81.59,5,31.53,1,3.9
3381,0,0,2,16.56,4,99.16,3,17.7,0,0
3384,0,0,1,6.6,2,13.32,1,10.56,1,3.025
3385,0,0,0,0,0,0,0,0,1,6.66
3387,0,0,0,0,0,0,0,0,0,0
